ID,People,Country,Language,Religion,Indigenous,10/40 Window,PeopleID3,Rog3,Frontier,PopulationRange,% Adherents Source,% Christian Adherents ,Population,Workers Needed
10981CM,Buduma,Cameroon,Buduma,Islam,No,No,10981,CM,Y,1,4.00%,0.04%,600,1
10981NI,"Buduma, Yedina",Nigeria,Buduma,Islam,No,Yes,10981,NI,Y,1,3.00%,0.03%,5700,1
10984CH,Bugan,China,Bugan,Ethnic Religions,Yes,Yes,10984,CH,Y,1,0.00%,0.00%,3000,1
11001CD,Bulgeda,Chad,Dazaga,Islam,Yes,Yes,11001,CD,Y,1,0.00%,0.00%,58000,1
11019ID,Bungku,Indonesia,Bungku,Islam,Yes,Yes,11019,ID,Y,1,1.00%,0.01%,40000,1
11020CH,Bunuo,China,"Bunu, Bu-Nao",Ethnic Religions,Yes,Yes,11020,CH,Y,1,0.00%,0.00%,23000,1
11021ID,Buol,Indonesia,Buol,Islam,Yes,Yes,11021,ID,Y,2,1.00%,0.01%,114000,2
11029CB,Burmese,Cambodia,Burmese,Buddhism,No,Yes,11029,CB,Y,1,9.00%,0.09%,5300,1
11029CE,Burmese,Sri Lanka,Burmese,Buddhism,No,Yes,11029,CE,Y,1,0.00%,0.00%,600,1
11029CH,Burmese,China,Burmese,Buddhism,No,Yes,11029,CH,Y,1,0.00%,0.00%,27000,1
11029LA,Burmese,Laos,Burmese,Buddhism,No,Yes,11029,LA,Y,1,0.00%,0.00%,5100,1
11033SU,"Burun, Lange",Sudan,Burun,Islam,Yes,Yes,11033,SU,Y,1,0.00%,0.00%,51000,1
11052CH,"Buyang, Baha",China,"Buyang, Baha",Ethnic Religions,Yes,Yes,11052,CH,Y,1,0.00%,0.00%,700,1
11096CO,"Carabayo, Macusa",Colombia,Carabayo,Ethnic Religions,Yes,No,11096,CO,Y,1,0.00%,0.00%,200,1
11126AF,"Kurd, Central",Afghanistan,"Kurdish, Central",Islam,No,Yes,11126,AF,Y,1,0.90%,0.01%,4100,1
11126IZ,"Kurd, Central",Iraq,"Kurdish, Central",Islam,Yes,Yes,11126,IZ,Y,4,5.00%,0.05%,4763000,95
11126KU,"Kurd, Central",Kuwait,"Kurdish, Central",Islam,No,Yes,11126,KU,Y,1,10.00%,0.10%,6400,1
11126US,"Kurd, Central",United States,"Kurdish, Central",Islam,No,No,11126,US,Y,1,0.00%,0.00%,40000,1
11143ID,Enrekang,Indonesia,Enrekang,Islam,Yes,Yes,11143,ID,Y,1,0.40%,0.00%,81000,2
11195CT,"Baggara, Fertit",Central African Republic,"Arabic, Sudanese Spoken",Islam,No,No,11195,CT,Y,1,1.00%,0.01%,24000,1
11197SU,"Fezara, Juhayna",Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,11197,SU,Y,2,0.00%,0.00%,354000,7
11198LY,"Bedouin, Fezzan",Libya,"Arabic, Libyan Spoken",Islam,Yes,Yes,11198,LY,Y,2,0.00%,0.00%,220000,4
11199AG,"Berber, Figig",Algeria,"Tamazight, Central Atlas",Islam,Yes,Yes,11199,AG,Y,1,1.90%,0.02%,84000,2
11190IR,"Fars, Southwestern",Iran,"Fars, Southwestern",Islam,Yes,Yes,11190,IR,Y,2,0.00%,0.00%,112000,2
11219CD,Fongoro,Chad,Fur,Islam,Yes,Yes,11219,CD,Y,1,0.00%,0.00%,4200,1
11219SU,Fongoro,Sudan,Fongoro,Islam,No,Yes,11219,SU,Y,1,0.60%,0.01%,3000,1
11223BN,Foodo,Benin,Foodo,Islam,Yes,Yes,11223,BN,Y,1,1.90%,0.02%,45000,1
11223GH,Foodo,Ghana,Foodo,Islam,No,No,11223,GH,Y,1,1.90%,0.02%,1100,1
11261LY,"Bedouin, Kufra",Libya,"Arabic, Libyan Spoken",Islam,Yes,Yes,11261,LY,Y,1,0.00%,0.00%,29000,1
11267CD,Kuka,Chad,Naba,Islam,Yes,Yes,11267,CD,Y,2,0.00%,0.00%,141000,3
11283CE,Sri Lanka Moor,Sri Lanka,Tamil,Islam,Yes,Yes,11283,CE,Y,2,0.00%,0.00%,481000,10
11291IN,Chak,India,Bengali,Buddhism,Yes,Yes,11291,IN,Y,1,0.00%,0.00%,300,1
11293BM,"Chakma, Daingnet",Myanmar (Burma),Chakma,Buddhism,No,Yes,11293,BM,Y,1,0.00%,0.00%,29000,1
11311LA,Chatong,Laos,"Ta'oih, Lower",Ethnic Religions,Yes,Yes,11311,LA,Y,1,0.00%,0.00%,800,1
11317AJ,Chechen,Azerbaijan,Chechen,Islam,No,Yes,11317,AJ,Y,1,0.00%,0.00%,5300,1
11317AU,Chechen,Austria,Chechen,Islam,No,No,11317,AU,Y,1,0.00%,0.00%,26000,1
11317BE,Chechen,Belgium,Chechen,Islam,No,No,11317,BE,Y,1,0.00%,0.00%,18000,1
11317EG,Chechen,Egypt,Chechen,Islam,No,Yes,11317,EG,Y,1,0.00%,0.00%,6100,1
11317FR,Chechen,France,Chechen,Islam,No,No,11317,FR,Y,1,0.00%,0.00%,30000,1
11317GM,Chechen,Germany,Chechen,Islam,No,No,11317,GM,Y,1,0.00%,0.00%,12000,1
11317IZ,Chechen,Iraq,Chechen,Islam,No,Yes,11317,IZ,Y,1,0.00%,0.00%,12000,1
11317JO,Chechen,Jordan,Chechen,Islam,No,Yes,11317,JO,Y,1,0.00%,0.00%,5200,1
11317KG,Chechen,Kyrgyzstan,Chechen,Islam,No,Yes,11317,KG,Y,1,0.00%,0.00%,1700,1
11317KZ,Chechen,Kazakhstan,Chechen,Islam,No,Yes,11317,KZ,Y,1,0.00%,0.00%,35000,1
11317RS,"Chechen, Nohchi",Russia,Chechen,Islam,Yes,No,11317,RS,Y,4,0.70%,0.01%,1454000,29
11317SY,Chechen,Syria,Chechen,Islam,No,Yes,11317,SY,Y,1,0.00%,0.00%,4200,1
11317TU,Chechen,Turkey,Chechen,Islam,No,Yes,11317,TU,Y,2,0.00%,0.00%,113000,2
11317TX,Chechen,Turkmenistan,Chechen,Islam,No,Yes,11317,TX,Y,1,0.00%,0.00%,1000,1
11317UP,Chechen,Ukraine,Chechen,Islam,No,No,11317,UP,Y,1,0.00%,0.00%,2600,1
11317UZ,Chechen,Uzbekistan,Chechen,Islam,No,Yes,11317,UZ,Y,1,0.00%,0.00%,1700,1
11321AG,Chenoua,Algeria,Chenoua,Islam,Yes,Yes,11321,AG,Y,2,0.00%,0.00%,104000,2
11322IN,Chepang,India,Nepali,Hinduism,Yes,Yes,11322,IN,Y,1,0.00%,0.00%,1100,1
11343BX,"Han Chinese, Min Bei",Brunei,"Chinese, Min Bei",Ethnic Religions,No,Yes,11343,BX,Y,1,0.00%,0.00%,9700,1
11359AE,Rohingya,United Arab Emirates,Rohingya,Islam,No,Yes,11359,AE,Y,1,0.00%,0.00%,51000,1
11359AS,Rohingya,Australia,Rohingya,Islam,No,No,11359,AS,Y,1,0.00%,0.00%,2300,1
11359BG,Rohingya,Bangladesh,Rohingya,Islam,Yes,Yes,11359,BG,Y,3,10.00%,0.10%,787000,16
11359BM,Rohingya,Myanmar (Burma),Rohingya,Islam,Yes,Yes,11359,BM,Y,2,0.00%,0.00%,480000,10
11359ID,Rohingya,Indonesia,Rohingya,Islam,No,Yes,11359,ID,Y,1,0.00%,0.00%,1000,1
11359MY,Rohingya,Malaysia,Rohingya,Islam,No,Yes,11359,MY,Y,1,0.00%,0.00%,91000,2
11359SA,Rohingya,Saudi Arabia,Rohingya,Islam,No,Yes,11359,SA,Y,3,0.00%,0.00%,534000,11
11359TH,Rohingya,Thailand,Rohingya,Islam,No,Yes,11359,TH,Y,1,0.00%,0.00%,5000,1
11373CH,Chrame,China,"Pumi, Northern",Buddhism,Yes,Yes,11373,CH,Y,1,0.00%,0.00%,51000,1
11380RS,"Tatar, Chulym",Russia,Russian,Ethnic Religions,Yes,No,11380,RS,Y,1,0.00%,0.00%,400,1
11399AS,"Malay, Cocos Islands",Australia,"Malay, Cocos Islands",Islam,No,No,11399,AS,Y,1,0.00%,0.00%,1300,1
11399CK,"Malay, Cocos Islands",Cocos (Keeling) Islands,"Malay, Cocos Islands",Islam,Yes,No,11399,CK,Y,1,0.00%,0.00%,400,1
11399KT,"Malay, Cocos Islands",Christmas Island,"Malay, Cocos Islands",Islam,No,No,11399,KT,Y,1,0.00%,0.00%,600,1
11399MY,"Malay, Cocos Islands",Malaysia,Malay,Islam,Yes,Yes,11399,MY,Y,1,0.00%,0.00%,5900,1
11401PE,Nanti,Peru,Nanti,Ethnic Religions,Yes,No,11401,PE,Y,1,0.00%,0.00%,300,1
11412MA,"Comorian, Ngazidja",Madagascar,"Comorian, Ngazidja",Islam,No,No,11412,MA,Y,1,0.00%,0.00%,15000,1
11434KG,"Tatar, Crimean",Kyrgyzstan,Crimean Tatar,Islam,No,Yes,11434,KG,Y,1,0.00%,0.00%,700,1
11434KZ,"Tatar, Crimean",Kazakhstan,Crimean Tatar,Islam,No,Yes,11434,KZ,Y,1,0.00%,0.00%,1800,1
11434MD,"Tatar, Crimean",Moldova,Crimean Tatar,Islam,No,No,11434,MD,Y,1,0.00%,0.00%,1700,1
11434RO,"Tatar, Crimean",Romania,Crimean Tatar,Islam,Yes,No,11434,RO,Y,1,0.00%,0.00%,18000,1
11434TU,"Tatar, Crimean",Turkey,Crimean Tatar,Islam,No,Yes,11434,TU,Y,2,5.00%,0.05%,111000,2
11434TX,"Tatar, Crimean",Turkmenistan,Crimean Tatar,Islam,No,Yes,11434,TX,Y,1,0.00%,0.00%,1700,1
11434UZ,"Tatar, Crimean",Uzbekistan,Crimean Tatar,Islam,No,Yes,11434,UZ,Y,2,0.00%,0.00%,180000,4
11454LY,"Arab, Cyrenaican",Libya,"Arabic, Libyan Spoken",Islam,Yes,Yes,11454,LY,Y,4,10.00%,0.10%,1475000,30
11457UK,"Cypriots, Turkish",United Kingdom,Turkish,Islam,No,No,11457,UK,Y,1,0.00%,0.00%,5400,1
11457US,"Cypriots, Turkish",United States,Turkish,Islam,No,No,11457,US,Y,1,0.00%,0.00%,1500,1
11486DJ,Afar,Djibouti,Afar,Islam,Yes,Yes,11486,DJ,Y,2,3.00%,0.03%,295000,6
11490CD,Dangaleat,Chad,Dangaleat,Islam,Yes,Yes,11490,CD,Y,2,0.00%,0.00%,119000,2
11544IN,Dhimal,India,Rangpuri,Hinduism,Yes,Yes,11544,IN,Y,1,0.00%,0.00%,4800,1
11474SU,"Dair, Thaminyi",Sudan,Dair,Islam,Yes,Yes,11474,SU,Y,1,0.00%,0.00%,3000,1
11475SU,"Daju, Dar Fur",Sudan,"Daju, Dar Fur",Islam,Yes,Yes,11475,SU,Y,2,0.00%,0.00%,110000,2
11478BT,Dakpa,Bhutan,Dakpakha,Buddhism,Yes,Yes,11478,BT,Y,1,0.00%,0.00%,4500,1
11478IN,Dakpa,India,Brokpake,Buddhism,Yes,Yes,11478,IN,Y,1,0.00%,0.00%,100,1
11484ID,Dampelas,Indonesia,Dampelas,Islam,Yes,Yes,11484,ID,Y,1,0.80%,0.01%,12000,1
11502SU,Dar Hamid,Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,11502,SU,Y,3,0.00%,0.00%,808000,16
11503IN,Darai,India,Kangri,Hinduism,Yes,Yes,11503,IN,Y,1,0.00%,0.00%,13000,1
11505AJ,Dargin,Azerbaijan,Dargwa,Islam,No,Yes,11505,AJ,Y,1,0.00%,0.00%,1200,1
11505KG,Dargin,Kyrgyzstan,Dargwa,Islam,No,Yes,11505,KG,Y,1,0.00%,0.00%,2400,1
11505KZ,Dargin,Kazakhstan,Dargwa,Islam,No,Yes,11505,KZ,Y,1,0.00%,0.00%,1000,1
11505RS,Dargin,Russia,Dargwa,Islam,Yes,No,11505,RS,Y,2,0.90%,0.01%,447000,9
11505TX,Dargin,Turkmenistan,Dargwa,Islam,No,Yes,11505,TX,Y,1,0.00%,0.00%,3100,1
11505UP,Dargin,Ukraine,Dargwa,Islam,No,No,11505,UP,Y,1,0.00%,0.00%,1400,1
11505UZ,Dargin,Uzbekistan,Dargwa,Islam,No,Yes,11505,UZ,Y,1,0.00%,0.00%,2700,1
11510AF,"Darwazi, Badakhshani",Afghanistan,Dari,Islam,Yes,Yes,11510,AF,Y,1,0.00%,0.00%,16000,1
11516ID,Daya,Indonesia,Lampung Api,Islam,Yes,Yes,11516,ID,Y,1,2.00%,0.02%,94000,2
11518CD,Daza,Chad,Dazaga,Islam,Yes,Yes,11518,CD,Y,3,0.00%,0.00%,507000,10
11518NG,Daza,Niger,Dazaga,Islam,Yes,Yes,11518,NG,Y,1,0.00%,0.00%,93000,2
11519SU,"Debri, Wei",Sudan,Dilling,Islam,Yes,Yes,11519,SU,Y,1,0.00%,0.00%,2500,1
11527CD,"Baggara, Dekakire",Chad,"Arabic, Chadian Spoken",Islam,Yes,Yes,11527,CD,Y,1,1.00%,0.01%,18000,1
11533BN,"Dendi, Dandawa",Benin,Dendi,Islam,Yes,Yes,11533,BN,Y,2,7.00%,0.07%,274000,5
11533NG,"Dendi, Dandawa",Niger,Dendi,Islam,No,Yes,11533,NG,Y,2,10.00%,0.10%,137000,3
11533NI,"Dendi, Dandawa",Nigeria,Dendi,Islam,Yes,Yes,11533,NI,Y,1,10.00%,0.10%,3700,1
11537IN,Dera,India,Odia,Hinduism,Yes,Yes,11537,IN,Y,1,0.00%,0.00%,3300,1
11555GG,Didoi,Georgia,Dido,Islam,No,No,11555,GG,Y,1,0.00%,0.00%,500,1
11555RS,"Didoi, Tsez",Russia,Dido,Islam,Yes,No,11555,RS,Y,1,0.60%,0.01%,19000,1
11557KE,"Mijikenda, Digo",Kenya,Chidigo,Islam,Yes,No,11557,KE,Y,2,10.00%,0.10%,459000,9
11560TU,Zaza-Dimli,Turkey,"Zazaki, Southern",Islam,Yes,Yes,11560,TU,Y,4,0.00%,0.00%,1754000,35
11597AF,"Romani, Domari",Afghanistan,Domari,Islam,No,Yes,11597,AF,Y,1,1.50%,0.02%,11000,1
11597IR,"Romani, Domari",Iran,Domari,Islam,Yes,Yes,11597,IR,Y,4,6.00%,0.06%,1427000,29
11597IS,"Romani, Domari",Israel,Domari,Islam,No,Yes,11597,IS,Y,1,0.00%,0.00%,8800,1
11597IZ,"Romani, Domari",Iraq,Domari,Islam,Yes,Yes,11597,IZ,Y,1,0.00%,0.00%,39000,1
11597JO,"Romani, Domari",Jordan,Domari,Islam,No,Yes,11597,JO,Y,1,0.00%,0.00%,45000,1
11597KG,"Romani, Domari",Kyrgyzstan,Domari,Islam,No,Yes,11597,KG,Y,1,0.00%,0.00%,600,1
11597KZ,"Romani, Domari",Kazakhstan,Russian,Islam,No,Yes,11597,KZ,Y,1,0.00%,0.00%,6400,1
11597LE,"Romani, Domari",Lebanon,Domari,Islam,No,Yes,11597,LE,Y,1,0.00%,0.00%,5500,1
11597LY,"Romani, Domari",Libya,Domari,Islam,Yes,Yes,11597,LY,Y,1,0.00%,0.00%,36000,1
11597TI,"Romani, Domari",Tajikistan,Russian,Islam,Yes,Yes,11597,TI,Y,1,0.00%,0.00%,3200,1
11604ID,Dondo,Indonesia,Dondo,Islam,Yes,Yes,11604,ID,Y,1,0.00%,0.00%,15000,1
11606CH,Dongnu,China,"Bunu, Bu-Nao",Ethnic Religions,Yes,Yes,11606,CH,Y,2,0.00%,0.00%,312000,6
11607SU,"Nubian, Dongola",Sudan,Andaandi,Islam,Yes,Yes,11607,SU,Y,1,0.00%,0.00%,78000,2
11620FR,Druze,France,"Arabic, North Levantine Spoken",Other / Small,No,No,11620,FR,Y,1,0.00%,0.00%,500,1
11620IS,Druze,Israel,"Arabic, North Levantine Spoken",Other / Small,Yes,Yes,11620,IS,Y,1,0.00%,0.00%,76000,2
11620JO,Druze,Jordan,"Arabic, North Levantine Spoken",Other / Small,Yes,Yes,11620,JO,Y,1,0.00%,0.00%,42000,1
11620LE,Druze,Lebanon,"Arabic, North Levantine Spoken",Other / Small,Yes,Yes,11620,LE,Y,2,5.00%,0.05%,297000,6
11621MR,Zenaga,Mauritania,Hassaniyya,Islam,Yes,Yes,11621,MR,Y,1,0.00%,0.00%,1100,1
11621SG,Zenaga,Senegal,Zenaga,Islam,No,Yes,11621,SG,Y,1,0.00%,0.00%,500,1
11623ID,Duano,Indonesia,Duano,Islam,Yes,Yes,11623,ID,Y,1,0.00%,0.00%,20000,1
11623MY,"Duano, Orang Kuala",Malaysia,Duano,Islam,Yes,Yes,11623,MY,Y,1,0.00%,0.00%,5000,1
11625SU,Dubasiyin,Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,11625,SU,Y,2,0.00%,0.00%,119000,2
11633AG,"Bedouin, Dui-Menia",Algeria,"Arabic, Algerian Spoken",Islam,Yes,Yes,11633,AG,Y,1,0.90%,0.01%,83000,2
11661NS,"Jew, Dutch",Suriname,Dutch,Ethnic Religions,Yes,No,11661,NS,Y,1,0.00%,0.00%,200,1
11661UC,"Jew, Dutch",Curacao,Dutch,Ethnic Religions,Yes,No,11661,UC,Y,1,0.00%,0.00%,200,1
11664NI,Duwai,Nigeria,Duwai,Islam,Yes,Yes,11664,NI,Y,1,0.00%,0.00%,21000,1
11672CH,E,China,E,Ethnic Religions,Yes,Yes,11672,CH,Y,1,0.00%,0.00%,45000,1
11675GM,Kabardian,Germany,Kabardian,Islam,No,No,11675,GM,Y,1,0.00%,0.00%,14000,1
11675JO,Kabardian,Jordan,Kabardian,Islam,No,Yes,11675,JO,Y,2,5.00%,0.05%,151000,3
11675SY,Kabardian,Syria,Kabardian,Islam,No,Yes,11675,SY,Y,1,5.00%,0.05%,33000,1
11675TU,Kabardian,Turkey,Kabardian,Islam,Yes,Yes,11675,TU,Y,4,0.00%,0.00%,1187000,24
11675US,Kabardian,United States,Kabardian,Islam,No,No,11675,US,Y,1,0.00%,0.00%,3800,1
11684CE,Baloch,Sri Lanka,Urdu,Islam,Yes,Yes,11684,CE,Y,1,0.00%,0.00%,900,1
11684IN,Baloch,India,Urdu,Islam,Yes,Yes,11684,IN,Y,1,0.00%,0.00%,58000,1
11684PK,Baloch,Pakistan,"Balochi, Eastern",Islam,Yes,Yes,11684,PK,Y,4,0.00%,0.00%,7380000,148
11685BT,Sharchop,Bhutan,Tshangla,Buddhism,Yes,Yes,11685,BT,Y,1,0.00%,0.00%,66000,1
11698BG,Magar,Bangladesh,Bengali,Hinduism,Yes,Yes,11698,BG,Y,1,0.00%,0.00%,1600,1
11698BT,Magar,Bhutan,Assamese,Hinduism,No,Yes,11698,BT,Y,1,0.00%,0.00%,2800,1
11808IR,Galeshi,Iran,Gilaki,Islam,Yes,Yes,11808,IR,Y,1,0.00%,0.00%,2100,1
11764AG,"Jew, French",Algeria,French,Ethnic Religions,No,Yes,11764,AG,Y,1,0.00%,0.00%,700,1
11764FR,"Jew, French",France,French,Ethnic Religions,Yes,No,11764,FR,Y,2,0.00%,0.00%,455000,9
11764MN,"Jew, French",Monaco,French,Ethnic Religions,Yes,No,11764,MN,Y,1,0.00%,0.00%,700,1
11769CA,Fula Jalon,Canada,Pular,Islam,No,No,11769,CA,Y,1,0.90%,0.01%,5000,1
11769GV,Fula Jalon,Guinea,Pular,Islam,Yes,Yes,11769,GV,Y,4,0.90%,0.01%,5919000,118
11769IT,Fula Jalon,Italy,Pular,Islam,No,No,11769,IT,Y,1,2.00%,0.02%,3900,1
11769ML,Fula Jalon,Mali,Pular,Islam,Yes,Yes,11769,ML,Y,2,0.90%,0.01%,116000,2
11769PU,Fula Jalon,Guinea-Bissau,Pular,Islam,No,Yes,11769,PU,Y,1,0.00%,0.00%,1900,1
11769SG,Fula Jalon,Senegal,Pular,Islam,Yes,Yes,11769,SG,Y,2,5.00%,0.05%,224000,4
11769SL,Fula Jalon,Sierra Leone,Pular,Islam,No,No,11769,SL,Y,2,0.00%,0.00%,226000,5
11770ML,"Fulani, Fouta Tooro",Mali,Pulaar,Islam,Yes,Yes,11770,ML,Y,1,0.90%,0.01%,86000,2
11770SG,"Fulani, Fouta Tooro",Senegal,Pulaar,Islam,Yes,Yes,11770,SG,Y,3,5.00%,0.05%,705000,14
11772GA,"Fulani, Fulakunda",Gambia,Pulaar,Islam,Yes,Yes,11772,GA,Y,2,5.00%,0.05%,368000,7
11772GV,"Fulani, Fulakunda",Guinea,Pulaar,Islam,Yes,Yes,11772,GV,Y,1,2.90%,0.03%,38000,1
11772MR,"Fulani, Fulakunda",Mauritania,Pulaar,Islam,Yes,Yes,11772,MR,Y,1,6.00%,0.06%,52000,1
11773GH,"Fulani, Maasina",Ghana,"Fulfulde, Maasina",Islam,No,No,11773,GH,Y,1,10.00%,0.10%,5000,1
11773ML,"Fulani, Maasina",Mali,"Fulfulde, Maasina",Islam,Yes,Yes,11773,ML,Y,4,0.90%,0.01%,1291000,26
11774IV,"Fulani, Adamawa",Côte d'Ivoire,"Fulfulde, Adamawa",Islam,No,No,11774,IV,Y,3,0.00%,0.00%,539000,11
11774SU,"Fulani, Adamawa",Sudan,"Fulfulde, Adamawa",Islam,Yes,Yes,11774,SU,Y,2,0.00%,0.00%,224000,4
11774US,"Fulani, Adamawa",United States,"Fulfulde, Adamawa",Islam,No,No,11774,US,Y,1,0.00%,0.00%,12000,1
11778SU,Fungor,Sudan,Ko,Islam,Yes,Yes,11778,SU,Y,1,0.00%,0.00%,6800,1
11779CD,Fur,Chad,Fur,Islam,Yes,Yes,11779,CD,Y,1,4.00%,0.04%,31000,1
11779EG,Fur,Egypt,Fur,Islam,No,Yes,11779,EG,Y,1,4.00%,0.04%,4100,1
11779SU,"Fur, Forok",Sudan,Fur,Islam,Yes,Yes,11779,SU,Y,4,0.00%,0.00%,1210000,24
11792CD,Gadang,Chad,Gadang,Islam,Yes,Yes,11792,CD,Y,1,3.00%,0.03%,7000,1
11815NI,Butu-Ningi,Nigeria,Hausa,Islam,Yes,Yes,11815,NI,Y,1,0.00%,0.00%,59000,1
11816ID,Gane,Indonesia,Gane,Islam,Yes,Yes,11816,ID,Y,1,0.00%,0.00%,5200,1
11833SU,Gawamaa,Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,11833,SU,Y,4,0.00%,0.00%,1045000,21
11835AF,"Narisati, Arandui",Afghanistan,Gawar-Bati,Islam,Yes,Yes,11835,AF,Y,1,0.00%,0.00%,40000,1
11837ID,Gayo,Indonesia,Gayo,Islam,Yes,Yes,11837,ID,Y,2,3.00%,0.03%,343000,7
11838IR,Gazi,Iran,Gazi,Islam,Yes,Yes,11838,IR,Y,1,0.00%,0.00%,9100,1
11873NI,Geruma,Nigeria,Geruma,Islam,Yes,Yes,11873,NI,Y,1,0.00%,0.00%,16000,1
11876LY,Ghadames,Libya,Ghadames,Islam,Yes,Yes,11876,LY,Y,1,5.00%,0.05%,13000,1
11921CH,"De'an, Shwe",China,"Palaung, Shwe",Buddhism,No,Yes,11921,CH,Y,1,0.00%,0.00%,8000,1
11882MO,"Berber, Ghomara",Morocco,Ghomara,Islam,Yes,Yes,11882,MO,Y,1,1.00%,0.01%,12000,1
11884SU,"Uncu, Ghulfan",Sudan,Ghulfan,Islam,Yes,Yes,11884,SU,Y,1,0.00%,0.00%,41000,1
11889MO,"Bedouin, Gil",Morocco,"Arabic, Algerian Saharan Spoken",Islam,Yes,Yes,11889,MO,Y,1,0.00%,0.00%,49000,1
11890IR,Gilaki,Iran,Gilaki,Islam,Yes,Yes,11890,IR,Y,4,0.00%,0.00%,2949000,59
11897SU,"Gimma, Jam'a",Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,11897,SU,Y,2,10.00%,0.10%,173000,3
11900RS,"Ginukh, Hinux",Russia,Hinukh,Islam,Yes,No,11900,RS,Y,1,0.00%,0.00%,600,1
11924BT,Gongduk,Bhutan,Gongduk,Buddhism,Yes,Yes,11924,BT,Y,1,0.00%,0.00%,2500,1
11936AF,"Nuristani, Grangali",Afghanistan,Grangali,Islam,Yes,Yes,11936,AF,Y,1,0.00%,0.00%,12000,1
11946CH,Groma,China,Groma,Buddhism,Yes,Yes,11946,CH,Y,1,0.00%,0.00%,19000,1
11982SN,Gujarati,Singapore,Gujarati,Hinduism,No,No,11982,SN,Y,1,0.00%,0.00%,4300,1
11982UG,"Gujarati, Ugandan",Uganda,Gujarati,Hinduism,No,No,11982,UG,Y,2,0.00%,0.00%,479000,10
11982UK,Gujarati,United Kingdom,Gujarati,Hinduism,No,No,11982,UK,Y,3,5.00%,0.05%,638000,13
11982ZA,Gujarati,Zambia,Gujarati,Hinduism,No,No,11982,ZA,Y,1,0.00%,0.00%,44000,1
11946IN,Groma,India,Groma,Buddhism,Yes,Yes,11946,IN,Y,1,0.00%,0.00%,700,1
11976SU,Guhayna,Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,11976,SU,Y,4,0.00%,0.00%,2173000,43
11981CH,Guiqiong,China,Guiqiong,Buddhism,Yes,Yes,11981,CH,Y,1,0.00%,0.00%,13000,1
11982KE,"Gujarati, Kenyan",Kenya,Gujarati,Hinduism,No,No,11982,KE,Y,2,10.00%,0.10%,217000,4
11982MA,"Gujarati, Karana",Madagascar,Gujarati,Islam,No,No,11982,MA,Y,1,0.00%,0.00%,91000,2
11982MV,Gujarati,Maldives,Gujarati,Hinduism,No,Yes,11982,MV,Y,1,0.00%,0.00%,1100,1
11982MY,Gujarati,Malaysia,Gujarati,Islam,No,Yes,11982,MY,Y,1,0.00%,0.00%,30000,1
12000IR,"Gurani, Hawrami",Iran,Gurani,Islam,No,Yes,12000,IR,Y,2,0.00%,0.00%,215000,4
12000IZ,"Gurani, Hawrami",Iraq,Gurani,Islam,Yes,Yes,12000,IZ,Y,2,2.00%,0.02%,177000,4
12024SU,"Baggara, Habbania",Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,12024,SU,Y,2,0.00%,0.00%,396000,8
12026SU,"Beja, Hadendoa",Sudan,Bedawiyet,Islam,Yes,Yes,12026,SU,Y,1,0.00%,0.00%,78000,2
12027NP,Hadi,Nepal,Maithili,Hinduism,Yes,Yes,12027,NP,Y,1,0.00%,0.00%,2200,1
12029KE,"Arab, Hadrami",Kenya,"Arabic, Hadrami Spoken",Islam,No,No,12029,KE,Y,1,0.00%,0.00%,13000,1
12029YM,"Arab, Hadrami",Yemen,"Arabic, Hadrami Spoken",Islam,Yes,Yes,12029,YM,Y,4,0.00%,0.00%,1947000,39
12033ML,"Bozo, Kelenga",Mali,"Bozo, Kelengaxo",Islam,Yes,Yes,12033,ML,Y,1,0.00%,0.00%,42000,1
12036BG,Hajang,Bangladesh,Hajong,Hinduism,Yes,Yes,12036,BG,Y,1,0.00%,0.00%,18000,1
12040EG,"Romani, Halebi",Egypt,"Arabic, Egyptian Spoken",Islam,Yes,Yes,12040,EG,Y,2,5.00%,0.05%,380000,8
12046AE,"Bedouin, Gulf",United Arab Emirates,"Arabic, Gulf Spoken",Islam,Yes,Yes,12046,AE,Y,2,0.00%,0.00%,194000,4
12051BG,"Han Chinese, Mandarin",Bangladesh,"Chinese, Mandarin",Buddhism,No,Yes,12051,BG,Y,1,0.00%,0.00%,6900,1
12062LA,Hani,Laos,Hani,Ethnic Religions,No,Yes,12062,LA,Y,1,0.00%,0.00%,800,1
12064MU,"Harasi, Arabized",Oman,"Arabic, Omani Spoken",Islam,Yes,Yes,12064,MU,Y,1,0.00%,0.00%,2600,1
12065MO,Harratine,Morocco,"Arabic, Moroccan Spoken",Islam,Yes,Yes,12065,MO,Y,1,0.00%,0.00%,57000,1
12067IR,Harzani,Iran,Harzani,Islam,Yes,Yes,12067,IR,Y,1,0.00%,0.00%,36000,1
12086IZ,Herki,Iraq,"Kurdish, Northern",Islam,Yes,Yes,12086,IZ,Y,1,4.00%,0.04%,43000,1
12070AG,Hausa,Algeria,Hausa,Islam,No,Yes,12070,AG,Y,1,0.00%,0.00%,12000,1
